parent,pcode,keytag,type,photos,building,typecode,poiweight,citycode,adname,children,featured_reviews_remake,tel,id,tag,entr_location,adcode,pname,biz_type,cityname,postcode,business_area,childtype,atag,name,shopid,favorite_num,navi_poiid,distance,importance,biz_ext,recommend,discount_num,gridcode,shopinfo,alias,event,indoor_map,email,timestamp,website,address,space_num,match,indoor_data,exit_location,location,groupbuy_num,featured_reviews,_city_name,_city_adcode
[],410000,经济型,住宿服务;旅馆招待所;旅馆招待所|住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/ba29283eed33ffbb291b1c741dd998e4'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/098b761cbf538bd937d746789a27a511'}, {'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/a4e24228a3cdeddb175437db3385646f'}]",[],100200|100100,[],0379,涧西区,[],[],15538581578;18623758000,B0FFF36AJP,[],"112.371328,34.683880",410305,河南省,hotel,洛阳市,[],[],[],[],洛阳花都快捷客房,[],[],I49F016035_6923,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.6', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212022902,0,[],[],0,[],2026-07-14 07:12:53,[],衡山路65号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.371388,34.683565",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/5eb6c300fa6dc397cb81bc4326680d5a'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/8875ed509435f0fbac875f0156a324b5'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFGF11TF/comment/AD6416D8_514A_4FB1_8525_A0BDAF45BDC3_L0_001_1500_2000_1738490335909_13542396.jpg'}]",[],100100,[],0379,洛宁县,[],[],0379-69256187;13598197688,B0KBR5P3X9,[],"111.695881,34.392498",410328,河南省,hotel,洛阳市,[],[],[],[],洛阳吉江之星快捷酒店,[],[],I49F020030_12643,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.1', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5111457502,0,[],[],0,[],2026-07-13 16:50:52,[],电站东门,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"111.696030,34.392516",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/219398b68659c10f851422c509fe323f'}, {'provider': [], 'title': '公共区域', 'url': 'https://store.is.autonavi.com/showpic/8680565fdc6b47084a459f056154a614'}, {'provider': [], 'title': '商务双床房', 'url': 'https://store.is.autonavi.com/showpic/07613877bb7e708894adc12e2ff0410d'}]",[],100100,[],0379,汝阳县,[],[],0379-68233888,B017B01WDV,[],"112.47593999162478,34.15460304763798",410326,河南省,hotel,洛阳市,[],刘伶广场,[],[],汝阳轩源大酒店,[],[],I49F023036_598,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.3', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5112138810,0,[],[],0,[],2026-07-13 16:46:45,[],城关镇人民路39号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.476022,34.154446",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/dbb69004be626fc9378b10109ec24a7c'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/993c5709c9cf55e312e2701b395fa1be'}, {'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/4dceeaf4be7135119b68ea542f5c2243'}]",[],100100,[],0379,西工区,[],[],18903888912;19037906717,B017B0OZC7,[],"112.429522,34.685687",410303,河南省,hotel,洛阳市,[],[],[],[],鸿运宾馆(洛阳火车站店),[],[],I49F016036_11942,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.1', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212032401,0,[],[],0,[],2026-07-13 16:48:19,[],纱厂北路与道南路交叉口,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.429412,34.685450",0,[],洛阳,410300
[],410000,客栈,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/d0dafd22d68201d3441fa676b8bba811'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/33b94cdc2cc6861b56e22f098d3fc8ae'}, {'provider': [], 'title': '普通标准房', 'url': 'https://store.is.autonavi.com/showpic/759d087f12ea047e956f00062beb2a65'}]",[],100200,[],0379,偃师区,[],[],13373781771,B017B02VX5,[],"112.793404,34.726875",410307,河南省,hotel,洛阳市,[],槐新,[],[],偃师同福客栈,[],[],I49F016039_964,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.8', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212067301,0,[],[],0,[],2026-07-13 16:46:15,[],兴隆西路与民主路交叉口南40米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.793542,34.726827",0,[],洛阳,410300
[],410000,旅馆,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/ef32d4707ae3d03993b12d78a93e6e22'}, {'provider': [], 'title': '封面', 'url': 'https://store.is.autonavi.com/showpic/ea3d83f4a5c9b84bdd853d8af001738b'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/34710f1030238ce3bc64f3d3442d1ce0'}]",[],100100,[],0379,西工区,[],[],15237973189,B017B01HCC,[],"112.4338795101115,34.684047763809865",410303,河南省,hotel,洛阳市,471000,[],[],[],丰园酒店(洛阳火车站地铁站店),[],[],I49F016036_1891,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.0', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212032402,0,[],[],0,[],2026-07-13 16:47:57,[],解放路北口4号(洛阳火车站地铁站B口步行100米),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.433886,34.683838",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/edd9ccae60fdbdebd85eac7012ce09fd'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/805b9e239b80aae302c57bc7c7da1103'}, {'provider': [], 'title': '优享大床房', 'url': 'https://store.is.autonavi.com/showpic/b76a7a762038dc08fba72b87981b1aa6'}]",[],100100,[],0379,西工区,[],[],17630360500,B0FFH303J1,[],"112.434086,34.680441",410303,河南省,hotel,洛阳市,[],新都汇,[],[],洛阳速九宾馆(火车站店),[],[],I49F016036_23621,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.1', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212031412,0,[],[],0,[],2026-07-15 03:38:21,[],解放路17号(福利加油站隔壁),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.433826,34.680525",0,[],洛阳,410300
[],410000,快捷酒店,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/c5d7309b1cb0bab1ee1d8c60b2d746aa'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/47ad15d350afa49d0bee5d2779ca55ef'}, {'provider': [], 'title': '雅致大房', 'url': 'https://store.is.autonavi.com/showpic/d6b455915f99a98a3fe77668d95f28d1'}]",[],100100,[],0379,西工区,[],[],18568966361,B017B036KH,[],"112.434062,34.680310",410303,河南省,hotel,洛阳市,471000,[],[],[],洛阳一兰宾馆(新都汇纱厂路地铁站店),[],[],I49F016036_49538,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.9', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212031412,0,[],[],0,[],2026-07-13 16:46:24,[],金谷园街道解放路18号一兰宾馆院内后二楼,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.433689,34.680240",0,[],洛阳,410300
B0FFFEXT6N,410000,"住宿服务,宾馆酒店,四星级宾馆",住宿服务;宾馆酒店;四星级宾馆,"[{'provider': [], 'title': '外观4', 'url': 'http://store.is.autonavi.com/showpic/9698eccec3d5675087c7f73c96b1149b'}, {'provider': [], 'title': '外观5', 'url': 'https://store.is.autonavi.com/showpic/16899f49a0146abf561df9771ad2da30'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/463c037d548f51b405468d232d1545f4'}]",[],100103,[],0379,涧西区,[],[],0379-64116666;0379-66000000,B0L1CU5TK9,[],"112.406916,34.639335",410305,河南省,hotel,洛阳市,[],[],202,[],洛阳西雅图大酒店(牡丹广场王府井店),[],[],I49F017036_24859,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.5', 'lowest_price': [], 'hotel_ordering': '0', 'open_time': []}",0,0,5112736221,0,[],[],0,[],2026-05-17 15:00:08,www.xythotels.com,周山路6号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.406845,34.639432",0,[],洛阳,410300
[],410000,旅馆,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/68e49e52be515f31e81c3ba59c9a4cfd'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/af9a63c12b36fb9d623e8d38973beb5a'}, {'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/284f63629b3af04bc3ded5b790c02963'}]",[],100200,[],0379,涧西区,[],[],"0379-64232300;+861056320612,46112185",B017B0OYWZ,[],"112.378832,34.662394",410305,河南省,hotel,洛阳市,[],上海市场,[],[],洛阳华苑旅社,[],[],I49F017035_911,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.8', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5112739010,0,[],[],0,[],2026-07-13 16:45:55,[],西苑路东80米唐村32号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.378821,34.662439",0,[],洛阳,410300
[],410000,旅馆,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/278944090b335085b5379df5eccfd578'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/c519b424dc2628777958a1c015b3d7c7'}, {'provider': [], 'title': '大床房', 'url': 'https://store.is.autonavi.com/showpic/22805fb9b8170ee085e4d3f10dae30f9'}]",[],100100,[],0379,西工区,[],[],13373791096,B0FFG66V8M,[],"112.42881266491923,34.6700898650262",410303,河南省,hotel,洛阳市,[],王府井,[],[],洛阳明扬宾馆,[],[],I49F016036_55248,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.5', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212030410,1,[],[],0,[],2026-07-13 16:47:53,[],唐宫西路54号1栋中心医院北门正对面,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.428885,34.670122",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '客房', 'url': 'https://store.is.autonavi.com/showpic/9a8c0e2549fefeaf41cd86f48ebe3344'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/0973c52f1d49d8c483626ddc6b6e847f'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/34710f1030238ce3bc64f3d3442d1ce0'}]",[],100100,[],0379,洛宁县,[],[],0379-66285055;13526929993,B017B02FI5,[],"111.642177,34.387534",410328,河南省,hotel,洛阳市,[],[],[],[],洛宁西花坛宾馆(洛宁汽车站店),[],[],I49F020030_176;1358,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.3', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5111456111,0,[],[],0,[],2026-07-14 13:10:46,[],长虹路西花坛路口8号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"111.642171,34.387716",0,[],洛阳,410300
B0H0BO5EZS,410000,主题酒店,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/8461875602cee3c65736c5cc3f7021ea'}, {'provider': [], 'title': '外观', 'url': 'https://store.is.autonavi.com/showpic/ffb6a6e06c02709869c8431b61907e21'}, {'provider': [], 'title': '豪华单人间', 'url': 'https://store.is.autonavi.com/showpic/5cc3b4b077b9744ec176332b2b69d67c'}]",[],100100,[],0379,西工区,[],[],0379-63938899;13803887624,B0FFHSH7HC,[],"112.369654,34.704506",410303,河南省,hotel,洛阳市,[],[],202,[],森林氧吧主题宾馆(洛阳衡山路店),[],[],[],[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.3', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212024911,0,[],[],0,[],2026-07-14 08:15:15,[],五洲国际B区1单元27栋127号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.369659,34.704444",0,[],洛阳,410300
[],410000,旅馆,住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/9f1e84ff47de806ac77911407d42d1a4'}, {'provider': [], 'title': '安适大床房', 'url': 'https://store.is.autonavi.com/showpic/b7c6d643ad3aeb9d134082b78afceb7c'}, {'provider': [], 'title': '悦居三人间', 'url': 'https://store.is.autonavi.com/showpic/66a0cca0c7f3298ca4851f0d2507ecee'}]",[],100100|100200,[],0379,涧西区,[],[],17737915266,B0FFGP7HG6,[],"112.329052,34.684890",410305,河南省,hotel,洛阳市,[],[],[],[],洛阳金地祥宾馆(谷水地铁站店),[],[],I49F016035_70346,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '3.3', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5212022601,0,[],[],0,[],2026-07-13 16:46:44,[],谷水立交桥西50米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.329478,34.685118",0,[],洛阳,410300
[],410000,经济型,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/6a97efde7a70050a3f95351a4a5733cb'}, {'provider': [], 'title': '酒店外观', 'url': 'https://store.is.autonavi.com/showpic/020523efab2b8c5a748877a548dc9db4'}, {'provider': [], 'title': '时尚大床房', 'url': 'http://store.is.autonavi.com/showpic/80c372a3bbf10da79227064ebbf36365'}]",[],100100,[],0379,涧西区,[],[],0379-64588880,B0FFGS6IIK,[],"112.357648,34.599613",410305,河南省,hotel,洛阳市,[],[],[],[],洛阳清雅时尚酒店,[],[],I49F017035_18278,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.1', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5112721821,0,[],[],0,[],2026-07-13 16:49:52,[],河洛路徐家营社区对面,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.357925,34.599779",0,[],洛阳,410300
[],410000,客栈,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'https://store.is.autonavi.com/showpic/82fd1648a8ed2989640e8af692c4d1d6'}, {'provider': [], 'title': '外观', 'url': 'https://store.is.autonavi.com/showpic/849dc52f47b0503005ea0fb19f924400'}, {'provider': [], 'title': '标准大床房', 'url': 'https://store.is.autonavi.com/showpic/6a6b3adccc6673461bf058926742f3f8'}]",[],100200,[],0395,郾城区,[],[],0395-3729998;13243114666,B0FFGO074Z,[],"114.053221,33.583963",411103,河南省,hotel,漯河市,[],黄河中路,[],[],漯河如意客栈,[],[],I50F029001_6794,[],[],"{'cost': [], 'star': [], 'opentime2': [], 'rating': '4.8', 'lowest_price': [], 'hotel_ordering': '1', 'open_time': []}",0,0,5014300400,0,[],[],0,[],2026-07-13 17:26:16,[],邙山路79号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"114.052971,33.583803",0,[],漯河,411100
