city_id,name,description,address,category,score,price,open_time,latitude,longitude,image_url
3,丽华公园,宛城区,白河之滨、南阳大桥西头、万政大帝苑东侧,风景名胜,,,,33.018692,112.609202,
3,玄妙观,卧龙区,靖宇路独山玉国家矿山公园独山风景区,风景名胜,,,,33.050227,112.583365,
4,羊山森林植物园,平桥区,北环路与新六大街交叉口东南840米,风景名胜,,,,32.155614,114.094338,
4,百花园,平桥区,新五大道,风景名胜,,,,32.144189,114.091061,
4,信阳博物馆,平桥区,前进街道羊山新区百花中路,科教文化服务,,,,32.145387,114.087412,
4,浉河公园,浉河区,解放路(申城大道路口),风景名胜,,,,32.118968,114.067950,
4,龙都海洋馆,浉河区,金牛路99号,风景名胜,,,,32.153916,114.062320,
4,羊山新区北湖风景区,平桥区,新六大街最北端北湖江南风景区,风景名胜,,,,32.193904,114.092616,
4,南湾湖风景旅游区,浉河区,南湖大街188号,风景名胜,,,,32.125469,114.004627,
4,羊山公园,平桥区,龙飞山街道新二十四大街与吉祥路交叉口西北350米,风景名胜,,,,32.131287,114.124374,
4,悦合欢乐世界,平桥区,新区大道阳光城阳光里街区6号楼6101-6108号,风景名胜,,,,32.138796,114.099245,
4,北湖沙滩,平桥区,北湖郊野公园(一期)西侧200米,风景名胜,,,,32.186735,114.083140,
4,茗阳阁,浉河区,茶韵路1号,风景名胜,,,,32.123992,114.041793,
4,万家灯火城市广场,浉河区,民权街与礼节路交叉口西北80米,商务住宅,,,,32.125029,114.080309,
4,奥林匹克公园,浉河区,南湾街道南湾街道南湾街道南湾街道南湾街道南湖路,风景名胜,,,,32.138286,114.023731,
4,金牛文化公园,浉河区,国道312号,风景名胜,,,,32.171931,114.051541,
4,红军广场,浉河区,北京路198号,风景名胜,,,,32.145405,114.062144,
4,贤山,浉河区,湖东办事处贤山村,风景名胜,,,,32.113991,114.040010,
4,震雷山风景区,平桥区,震雷山街道平南大道中段,风景名胜,,,,32.071410,114.145699,
4,文新茶村,浉河区,浉河港镇白龙潭村,风景名胜,,,,32.013989,113.918430,
4,贤隐寺,浉河区,湖东大道,风景名胜,,,,32.110144,114.042189,
4,星宿川沙滩营地,浉河区,游河乡山淮村星宿川露营基地018号,体育休闲服务,,,,32.259177,113.930819,
4,琵琶台公园,浉河区,浉河北路与琴桥交叉口,风景名胜,,,,32.086178,114.114615,
4,豪德天伦广场,浉河区,107国道,风景名胜,,,,32.123031,114.055506,
4,绿廊松鼠主题乐园,平桥区,新五大道37号,体育休闲服务,,,,32.144197,114.115390,
4,灵龙湖旅游区,浉河区,东双河镇杜河村,风景名胜,,,,31.991372,114.155779,
4,人民体育广场(北京大街),浉河区,北京路,风景名胜,,,,32.126375,114.069421,
5,戚城考古遗址公园,华龙区,京开路南段134号,风景名胜,,,,35.752292,115.032006,
5,濮阳博物馆,华龙区,黄河路与开州路交汇处东北角(文化艺术中心内),科教文化服务,,,,35.773432,115.027206,
5,濮水公园,华龙区,濮上中路与胜利西路交汇处,风景名胜,,,,35.764553,115.009321,
5,濮上园旅游度假区,华龙区,皇甫路街道黄河路西段(近绿色庄园),风景名胜,,,,35.781415,114.952606,
5,东湖广场,华龙区,卫都大街与鹿城路交叉口东北100米,风景名胜,,,,35.800566,115.055556,
5,龙栖岛,华龙区,黄河西路260号,风景名胜,,,,35.779815,114.959438,
5,中原绿色庄园,华龙区,黄河路西段,风景名胜,,,,35.778809,114.967695,
5,东湖沙滩景区,华龙区,东湖北岸,风景名胜,,,,35.808206,115.061952,
5,蝴蝶岛,华龙区,龙湖东湖沙滩浴场(西南角),风景名胜,,,,35.807982,115.061513,
5,颐和广场,华龙区,振兴路与中原路交汇处东南角,风景名胜,,,,35.778780,115.033410,
5,三角公园,华龙区,人民路濮水公园南侧约50米,风景名胜,,,,35.762896,115.008842,
5,濮水小镇,濮阳县,濮渠路与新南环交汇处东北角,风景名胜,,,,35.678303,115.024971,
5,梅园,华龙区,政和路216号,商务住宅,,,,35.778362,115.013175,
5,西湖公园,华龙区,濮上路与卫都大街交叉口西北角,风景名胜,,,,35.802950,115.009461,
5,龙山公园,华龙区,澶州大街,风景名胜,,,,35.818653,115.033783,
5,南里商文化广场,华龙区,商桥路与五一中路交叉口北20米,风景名胜,,,,35.785072,115.056141,
5,东湖,华龙区,卫都大街与鹿城路交叉口西北400米,风景名胜,,,,35.803404,115.053002,
5,濮阳县奥林匹克运动公园,濮阳县,铁丘路,风景名胜,,,,35.725430,115.014034,
5,新蕾公园,华龙区,中原东路任丘路411号,风景名胜,,,,35.773831,115.083761,
5,挥公园,濮阳县,挥公大道中段,风景名胜,,,,35.693795,115.034323,
5,濮阳风筝广场,华龙区,北环路58号,风景名胜,,,,35.804593,115.065734,
5,挥公陵园,濮阳县,挥公大道中段挥公园内(北侧),风景名胜,,,,35.696708,115.034362,
5,四牌楼,濮阳县,南街与和平西路交叉口,风景名胜,,,,35.704010,115.016250,
5,龙碑,濮阳县,濮上南路附近,风景名胜,,,,35.699486,115.003591,
5,濮阳世纪森林公园,华龙区,世纪森林公园(中原东路南),风景名胜,,,,35.779555,115.051238,
6,黄河公园,湖滨区,天鹅湖旅游度假区,风景名胜,,,,34.794874,111.202324,
6,天鹅湖国家城市湿地公园,陕州区,南大街8号,风景名胜,,,,34.778713,111.148097,
6,三门峡虢国博物馆,湖滨区,湖滨街道六峰北路三门峡中海国际商业文化广场对面,科教文化服务,,,,34.785877,111.210547,
6,三门峡天鹅湖旅游度假区,陕州区,陕州大道天鹅湖景区南门,风景名胜,,,,34.766936,111.138541,
6,人民公园,湖滨区,崤山路市中心医院对面,风景名胜,,,,34.779360,111.190905,
6,三门峡市人民公园-动物园,湖滨区,三门峡市人民公园内(东侧),风景名胜,,,,34.778989,111.192152,
6,三门峡涧河公园儿童主题公园,湖滨区,六峰路与仰韶大道交叉口东北角,风景名胜,,,,34.767967,111.187983,
6,三门峡庙底沟博物馆,湖滨区,召公西路与迎宾大道交叉口东北200米,科教文化服务,,,,34.772560,111.159601,
6,三门峡大坝风景区,湖滨区,王大路,风景名胜,,,,34.827747,111.344163,
6,陕州地坑院,陕州区,张汴乡北营村,风景名胜,,,,34.689911,111.138520,
6,三门峡涧河体育公园,湖滨区,陕州大道,风景名胜,,,,34.760156,111.207573,
6,陕州风景区,湖滨区,崤山路西段,风景名胜,,,,34.794890,111.153573,
6,湖滨广场,湖滨区,黄河路,风景名胜,,,,34.780177,111.199954,
6,明珠广场,湖滨区,广场南路与迎宾大道交叉口东200米,风景名胜,,,,34.766818,111.159664,
6,月季园,湖滨区,涧河公园儿童主题公园,风景名胜,,,,34.769648,111.184632,
6,三门峡博物馆,湖滨区,太阳路,科教文化服务,,,,34.792946,111.152089,
6,茅津古渡(会兴渡口),湖滨区,009乡道东50米,交通设施服务,,,,34.788977,111.216358,
6,庙底沟考古遗址公园,湖滨区,陕州大道与甘棠路交叉口西南角,风景名胜,,,,34.771281,111.163006,
6,河南省崤函非物质文化遗产展示馆,湖滨区,文明路西区38号楼,科教文化服务,,,,34.774835,111.200961,
6,南山广场,湖滨区,南山公园山顶,风景名胜,,,,34.757860,111.191091,
6,黄河公园-芦荡烟雨,湖滨区,黄河公园内(东侧),风景名胜,,,,34.795681,111.209117,
6,宝轮寺塔,湖滨区,南大街与太阳路交叉口东南120米,风景名胜,,,,34.790680,111.154910,
6,运动公园,湖滨区,三门峡经济开发区五源路西,风景名胜,,,,34.781399,111.163494,
6,天鹅湖国家城市湿地公园-召公岛,陕州区,310国道附近天鹅湖景区内,风景名胜,,,,34.779523,111.138916,
6,天鹅湖国家城市湿地公园-三河广场,陕州区,南大街8号天鹅湖国家城市湿地公园内(西侧),风景名胜,,,,34.780017,111.137916,
7,黄河小浪底风景区,济源市,245省道,风景名胜,,,,34.921085,112.400491,
7,王屋山景区,济源市,王屋镇愚公村,风景名胜,,,,35.142047,112.271132,
7,黄河三峡景区,济源市,下冶镇黄河三峡景区内,风景名胜,,,,35.059889,112.141783,
7,五龙口风景区,济源市,208国道与二广高速交汇处,风景名胜,,,,35.188663,112.679566,
7,小沟背银河峡景区,济源市,邵原镇小沟背村,风景名胜,,,,35.243663,112.173445,
7,小沟背,济源市,邵原镇西北部晋豫交界的邵原镇境内,风景名胜,,,,35.253117,112.175129,
7,磨石洞,济源市,[],风景名胜,,,,35.017037,112.521078,
7,济水之源文化旅游区·济渎庙,济源市,济渎大街1396号,风景名胜,,,,35.108663,112.582315,
7,黄河三峡-龙凤峡,济源市,下冶镇黄河三峡景区黄河三峡内,风景名胜,,,,35.014243,112.176127,
7,黄河三峡-龙凤峡观景台,济源市,黄河三峡-龙凤峡,风景名胜,,,,35.017592,112.167635,
7,阳台宫,济源市,王屋镇愚公村王屋山风景名胜区,风景名胜,,,,35.148804,112.274694,
7,黄河三峡-野猪林漂流,济源市,下冶镇黄河三峡景区,体育休闲服务,,,,35.069620,112.134521,
7,王屋老街,济源市,王屋镇愚公村王屋山景区,风景名胜,,,,35.143957,112.269692,
7,济水之源文化旅游区·龙泉湖,济源市,济渎大街1202号,风景名胜,,,,35.109046,112.588032,
7,下冶镇陶山村元宝山观景台,济源市,王坡村,风景名胜,,,,35.020081,112.157450,
7,济水之源文化旅游区·牡丹园,济源市,S243(北环路),风景名胜,,,,35.114167,112.605257,
7,那些年小镇旅游度假区,济源市,思礼镇郑坪村,风景名胜,,,,35.185752,112.435658,
7,河口村水库,济源市,河口学校北侧约148米,风景名胜,,,,35.194524,112.655512,
7,南山森林公园,济源市,S28(长济高速),风景名胜,,,,35.033246,112.482970,
7,古轵公园,济源市,沁园南路666号,风景名胜,,,,35.056180,112.597998,
7,玉阳山景区,济源市,承留镇,风景名胜,,,,35.116907,112.445841,
7,黄河三峡-三峡之巅观景台,济源市,下冶镇黄河三峡景区凤凰山游线,风景名胜,,,,35.036383,112.144683,
7,蟒河公园,济源市,东二环与济源大道交叉口东北角,风景名胜,,,,35.074167,112.649004,
7,盘谷寺,济源市,五龙口风景区内(西侧),风景名胜,,,,35.192903,112.629731,
7,济源植物园,济源市,西环路,风景名胜,,,,35.112821,112.554961,
8,曹魏古城,魏都区,东大街道春秋广场南大街,风景名胜,,,,34.028188,113.827909,
8,许昌市博物馆,魏都区,许都路与赵湾路交叉口西北角,科教文化服务,,,,34.032061,113.852427,
8,许都公园,魏都区,建安大道(市政府对面),风景名胜,,,,34.033901,113.850857,
8,曹丞相府,魏都区,衙前街北端,风景名胜,,,,34.031544,113.827452,
8,西湖公园,魏都区,西大街468号,风景名胜,,,,34.032090,113.822466,
8,春秋广场,魏都区,曹魏古城内(南侧),风景名胜,,,,34.023584,113.828106,
8,春秋楼景区,魏都区,文庙前街春秋广场,风景名胜,,,,34.025814,113.828194,
8,许昌海洋馆,魏都区,许昌科技广场东北角,风景名胜,,,,34.050185,113.850510,
8,许都广场,魏都区,许都公园,风景名胜,,,,34.034197,113.850789,
8,中央公园,魏都区,万通街与青梅路交叉口东北220米,风景名胜,,,,34.072973,113.848524,
8,东湖游园,魏都区,莲城大道,风景名胜,,,,34.032533,113.865914,
8,灞陵桥景区,魏都区,许继大道西段2781号,风景名胜,,,,34.020829,113.784981,
8,秋湖湿地公园,建安区,新兴东路与京港澳高速交汇处东南,风景名胜,,,,34.017556,113.907772,
8,嗨想玩游乐场,魏都区,建设路与察院西街东20米路北550号,体育休闲服务,,,,34.022216,113.831794,
8,瑞贝卡水世界,建安区,新兴路东段秋湖湿地公园内(西侧),体育休闲服务,,,,34.016528,113.903387,
8,许昌烈士陵园,魏都区,长青街118号,生活服务,,,,34.027470,113.840834,
8,双龙湖,魏都区,延安南路清泥河,风景名胜,,,,33.998214,113.796970,
8,北海公园,建安区,人民政府南邻,风景名胜,,,,34.115671,113.825606,
8,春秋楼文庙遗址,魏都区,曹魏古城,风景名胜,,,,34.025746,113.828242,
8,帝豪游园,魏都区,颍昌路555号,风景名胜,,,,34.025487,113.811755,
8,再见三国,魏都区,北环西路,风景名胜,,,,34.057215,113.815602,
8,花之都星空露营基地,魏都区,高桥营街道劳动路66号,体育休闲服务,,,,34.084949,113.816084,
8,中央公园芙蓉广场,建安区,中央公园,风景名胜,,,,34.085184,113.847884,
8,许昌科技广场-科技之星,魏都区,许昌科技广场内(南侧),风景名胜,,,,34.047877,113.849833,
8,灞陵公园,魏都区,许继大道西段,风景名胜,,,,34.022133,113.786076,
9,龙源湖公园,山阳区,丰收中路,风景名胜,,,,35.205771,113.259995,
9,人民公园,解放区,太行路与民主中路交叉路口东南方向,风景名胜,,,,35.248467,113.235098,
9,南水北调·天河公园,解放区,政一街与天河北路交叉口东南角,风景名胜,,,,35.219850,113.238063,
9,东方红广场,山阳区,步行街与广场西街交叉口东120米,风景名胜,,,,35.244556,113.244399,
9,龙源湖国际广场,山阳区,长恩路1288号,商务住宅,,,,35.204630,113.270376,
9,焦作影视城,解放区,普济路北端,风景名胜,,,,35.267424,113.208207,
9,国家方志馆南水北调分馆,解放区,普济路与天河南路交叉口西南260米,风景名胜,,,,35.212352,113.216413,
9,焦作市博物馆,山阳区,建设中路72号,科教文化服务,,,,35.237178,113.250351,
9,焦作市大沙河生态公园,山阳区,金沙路,风景名胜,,,,35.167149,113.280334,
9,人民广场,解放区,人民路,风景名胜,,,,35.213834,113.242347,
9,圆融无碍禅寺,修武县,西村乡当阳峪古瓷窑遗址西北处,风景名胜,,,,35.274395,113.238226,
9,焦作森林动物园,解放区,牧野路,风景名胜,,,,35.224561,113.191531,
9,缝山公园,解放区,塔北路与影视路交叉口西100米,风景名胜,,,,35.263960,113.236151,
9,焦作市沁泉湖公园,山阳区,世纪路和民主南路交叉口西北角,风景名胜,,,,35.180529,113.238136,
9,391文化创意园,山阳区,丰收路金山·东方花园南园西侧,商务住宅,,,,35.212459,113.290936,
9,焦作盆景园,山阳区,光亚街道工业路纺织厂家属院100号楼盆景公园,风景名胜,,,,35.233106,113.258738,
9,南太行花海,解放区,影视大道,风景名胜,,,,35.264482,113.221125,
9,青龙峡景区峰林峡,修武县,西村乡双庙村焦作云台山风景名胜区内(西侧),风景名胜,,,,35.374993,113.194212,
9,焦作大沙河沙滩,山阳区,迎宾路,风景名胜,,,,35.163337,113.251161,
9,青天河风景区,博爱县,寨豁乡青南路,风景名胜,,,,35.341171,113.010419,
9,承享欢乐世界,山阳区,山阳路与影视路交叉口东1600米,体育休闲服务,,,,35.274404,113.274498,
9,太行盆景园,山阳区,迎宾路与黄河大道交叉口正西路北,风景名胜,,,,35.158592,113.249505,
9,焦作云台山风景名胜区,修武县,七贤镇红绿灯东南角,风景名胜,,,,35.421124,113.428178,
9,净影风景区,修武县,西村乡影寺村,风景名胜,,,,35.399184,113.181957,
9,青龙峡景区,修武县,西村乡裴庄,风景名胜,,,,35.413502,113.241402,
10,清明上河园,龙亭区,大兴街道,风景名胜,,,,34.809044,114.340685,
10,万岁山武侠城,龙亭区,东京大道中段(近开封大学),风景名胜,,,,34.819966,114.351800,
10,宋都皇城旅游度假区,龙亭区,龙亭北路23号,风景名胜,,,,34.811216,114.353760,
10,开封府,鼓楼区,州桥街道延庆街7号,风景名胜,,,,34.789726,114.346500,
10,大宋汴河,鼓楼区,迎宾路与包公湖北路交叉口南40米,风景名胜,,,,34.791468,114.343091,
10,包公祠,鼓楼区,向阳路1号,风景名胜,,,,34.792935,114.339110,
10,金明广场,龙亭区,金明大道,风景名胜,,,,34.802394,114.302951,
10,汴梁小宋城,龙亭区,大梁路西段208号(小吃街区擂台东侧),风景名胜,,,,34.803281,114.310757,
10,大梁门,龙亭区,内顺城路与西门大街交叉口,风景名胜,,,,34.800708,114.334029,
10,皇宋大观文化园,龙亭区,晋安路,风景名胜,,,,34.797240,114.325421,
10,中国翰园碑林,龙亭区,龙亭北路15号,风景名胜,,,,34.809920,114.344712,
10,开封市鼓楼广场-鼓楼,鼓楼区,清平街道寺后街23号,风景名胜,,,,34.793931,114.355936,
10,龙亭景区,龙亭区,龙亭北路,风景名胜,,,,34.811187,114.351130,
10,大相国寺,鼓楼区,自由路西段36号,风景名胜,,,,34.791769,114.354678,
10,天波杨府,龙亭区,龙亭北路14号,风景名胜,,,,34.810734,114.347433,
10,汴河游船,龙亭区,大宋汴河,风景名胜,,,,34.807615,114.344842,
10,开封城墙,龙亭区,西门大街198号(大梁门里向北10米路西),风景名胜,,,,34.818781,114.349518,
10,包公湖,鼓楼区,向阳路1号包公祠内,风景名胜,,,,34.790634,114.342790,
10,金明池遗址,龙亭区,龙亭区经济开发区郑开大道东1号,风景名胜,,,,34.799715,114.300948,
10,铁塔景区,顺河回族区,北门大街210号,风景名胜,,,,34.816081,114.369748,
10,开封博物馆,龙亭区,六大街与郑开大道交叉口,科教文化服务,,,,34.803533,114.253818,
10,开封市城乡一体示范区健康主题公园,龙亭区,开封经济开发区晋安路165号晋安广场,风景名胜,,,,34.796875,114.310237,
10,开封银滩,龙亭区,新城街道附一大街与安顺路交叉口东南180米,风景名胜,,,,34.811096,114.277800,
10,大宋校场,龙亭区,龙亭西路5号清明上河园(东北角),风景名胜,,,,34.811572,114.342940,
10,汴河游船-包公祠码头,鼓楼区,向阳路包公祠御河码头,风景名胜,,,,34.792036,114.338333,
11,商字,睢阳区,神火大道与南京路交汇处,风景名胜,,,,34.407267,115.653091,
11,商丘古城,睢阳区,中山大街,风景名胜,,,,34.381246,115.616259,
11,帝和广场,睢阳区,[],商务住宅,,,,34.418642,115.653446,
11,商丘日月湖景区,睢阳区,中州路与鸿宾路交叉口,风景名胜,,,,34.372556,115.674557,
11,运河公园,睢阳区,文化路与昌盛路交叉口南100米,风景名胜,,,,34.422434,115.664783,
11,商丘人民公园,梁园区,东风街道光复路,风景名胜,,,,34.457865,115.665064,
11,商丘火神台景区,睢阳区,平原路,风景名胜,,,,34.364786,115.592224,
11,商丘人民公园-商丘市动物园,梁园区,园林路光复街69号,风景名胜,,,,34.457552,115.662655,
11,商都公园,睢阳区,南京路与凯旋路交叉口西北角,风景名胜,,,,34.410982,115.625665,
11,商丘华夏游乐园,睢阳区,华夏路与应天路交汇处西南角,风景名胜,,,,34.368477,115.637040,
11,商丘好人主题公园,睢阳区,日月湖景区,风景名胜,,,,34.377219,115.673919,
11,三局公园,梁园区,平原路建设路交叉口西南角,风景名胜,,,,34.460467,115.623956,
11,中心广场,梁园区,民主路与凯旋路交汇处,风景名胜,,,,34.440808,115.649885,
11,商丘古城-应天书院,睢阳区,环城南路,风景名胜,,,,34.370673,115.620104,
11,商丘古城-月老公园,睢阳区,中山大街商丘古城内(东侧),风景名胜,,,,34.379380,115.630246,
11,欢乐谷水上乐园,睢阳区,平原南路火神台对面,体育休闲服务,,,,34.369234,115.590405,
11,月老祠,睢阳区,月老公园大门北500米,风景名胜,,,,34.382964,115.631036,
11,商丘古城北关牌坊,睢阳区,北海路与中山大街交叉口,风景名胜,,,,34.392603,115.624181,
11,商丘清凉寺,梁园区,清凉寺村,风景名胜,,,,34.444806,115.571561,
11,帝和公园,睢阳区,长江路,风景名胜,,,,34.414200,115.639761,
11,商丘观音寺,梁园区,民主西路,风景名胜,,,,34.442798,115.620854,
11,商丘古城-龙岫山景区,睢阳区,大阁北街252号,风景名胜,,,,34.391312,115.612873,
11,商丘海洋馆,梁园区,光复路商丘人民公园(西侧),风景名胜,,,,34.459384,115.662015,
11,毛主席雕像,梁园区,中心广场(东北角),风景名胜,,,,34.441101,115.650358,
11,商丘古城西关牌坊,睢阳区,平原路与西关街交叉口向东商丘古城西门,风景名胜,,,,34.384789,115.602949,
12,天中广场,驿城区,通达路爱家会展公寓2号楼,风景名胜,,,,33.009896,114.022945,
12,极致水世界,驿城区,乐山大道与郎陵路交汇处东北角,体育休闲服务,,,,33.041533,114.019834,
12,驻马店市博物馆,驿城区,开源办事处天中广场南侧,科教文化服务,,,,33.007541,114.024077,
12,皇家驿站,驿城区,天中山大道与玉兰路交叉口向西500米,风景名胜,,,,32.934523,114.003722,
12,开源公园,驿城区,开源大道与驿城大道交叉口(春江铭都对面),风景名胜,,,,33.003741,113.991737,
12,儿童公园,驿城区,西园街道西园街道西园街道西园街道西园街道交通路与骏马路交叉路口40,风景名胜,,,,32.982164,114.023850,
12,南海公园,驿城区,[],风景名胜,,,,32.968062,114.047065,
12,富强公园,驿城区,富强路与开源大道交叉口东北侧,风景名胜,,,,33.014789,114.039905,
12,驻马店老乐山风景区,确山县,瓦岗镇,风景名胜,,,,32.850851,113.915547,
