parent,pcode,keytag,type,photos,building,typecode,poiweight,citycode,adname,children,featured_reviews_remake,tel,id,tag,entr_location,adcode,pname,biz_type,cityname,postcode,business_area,childtype,atag,name,shopid,favorite_num,navi_poiid,distance,importance,biz_ext,recommend,discount_num,gridcode,shopinfo,alias,event,indoor_map,email,timestamp,website,address,space_num,match,indoor_data,exit_location,location,groupbuy_num,featured_reviews,_city_name,_city_adcode
B0FFFCM007,410000,中餐,购物服务;购物相关场所;购物相关场所,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/13f6d5fc5090c9ff74a111b3e899934a'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/8a8b049df8961656aeeac9e4b1f9fa42'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/bd027cb23325ee50ac6b8d8c4ffa46cb'}]",[],060000,[],0379,孟津区,[],[],15137982012,B0K0ZMYUNF,"涮菜,手擀面","112.435660,34.830641",410308,河南省,[],洛阳市,[],[],320,"涮菜,手擀面",杰老板餐饮(理想家园店),[],[],[],[],[],"{'cost': '17.00', 'opentime2': '周一至周日 09:00-22:00', 'rating': '4.0', 'open_time': '09:00-22:00'}",0,0,5212139422,0,[],[],0,[],2026-07-14 11:22:37,[],城关镇慧林路与英才路交汇处东北角理想家园2、3幢商08号一层,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.436318,34.830787",0,[],洛阳,410300
[],410000,公司,公司企业;公司;公司,[],[],170200,[],0379,涧西区,[],[],[],B0LD19L6N3,[],"112.394272,34.662441",410305,河南省,[],洛阳市,[],广州市场,[],[],洛阳兴艺坊餐饮服务有限公司,[],[],[],[],[],"{'cost': [], 'opentime2': [], 'rating': [], 'open_time': []}",0,0,5112739111,0,[],[],0,[],2026-06-11 22:50:52,[],景华路与宜昌街交叉口东北60米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.394260,34.662419",0,[],洛阳,410300
B0FFGP1RTB,410000,湘菜,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KRJUC902/comment/content_media_external_file_1000283407_ss__1767852049238_36916415.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRJUC902/comment/content_media_external_images_media_100067920_1743499799987_31244776.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRJUC902/comment/content_media_external_file_1000029417_ss__1761324881209_77186719.jpg'}]",[],050100,[],0379,老城区,[],[],0379-63126818;15008055898,B0KRJUC902,"辣椒炒肉,小炒黄牛肉,火爆腰花,剁椒鱼头,双人餐",[],410302,河南省,diner,洛阳市,[],[],320,"辣椒炒肉,小炒黄牛肉,火爆腰花,剁椒鱼头,双人餐",笨伢子湘菜馆餐饮店,[],[],[],[],[],"{'cost': '30.00', 'opentime2': '周一至周日 09:30-14:00,16:30-22:00', 'rating': '4.4', 'open_time': '09:30-14:00 16:30-22:00', 'meal_ordering': '0'}",0,0,5212034311,0,[],[],0,[],2026-07-05 05:21:28,[],邙岭街道中电阳光碧水湾22-1,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.416730,34.702888",0,[],洛阳,410300
[],410000,公司,公司企业;公司;公司,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f81b57bb9d7f3046bd552d9f05362fcd'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0a52aac1d4523d278816f83bdf7a313d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2ac28ed059f616040bc0019d033a1b4f'}]",[],170200,[],0379,涧西区,[],[],15617798214,B0KAOZYBC9,[],"112.411256,34.662607",410305,河南省,[],洛阳市,[],[],[],[],河南省谷都餐饮管理有限公司,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 08:00-24:00', 'rating': '3.8', 'open_time': '08:00-24:00'}",0,0,5112739212,1,[],[],0,[],2026-06-27 06:31:31,[],建设路洛铜男单身公寓停车场东南角,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.411412,34.662565",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JR6AN5NG/comment/content_media_external_images_media_100076467_1747708386622_00058859.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JR6AN5NG/comment/content_media_external_images_media_100076467_1747708386160_07872179.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JR6AN5NG/comment/content_media_external_images_media_100076467_1747708386586_00822739.jpg'}]",[],050100,[],0379,涧西区,[],[],15838873989,B0JR6AN5NG,[],"112.410757,34.646129",410305,河南省,diner,洛阳市,[],[],[],[],可喜丰味餐饮(丽春路店),[],[],[],[],[],"{'cost': '12.00', 'opentime2': '周一至周日 11:00-20:30', 'rating': '3.7', 'open_time': '11:00-20:30', 'meal_ordering': '0'}",0,0,5112737212,1,[],[],0,[],2026-07-14 02:02:07,[],丽春路49号门面(丽新路交叉口西100米路南侧),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.410725,34.645975",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/a592177ec3ac776faf072d634b109441'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/b24b3cf04ed579daf46784a6433b3e4a'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/3eb8316942746b8f52479a6218070671'}]",[],050100,[],0379,孟津区,[],[],13213511144,B0K6UHP7EH,"涮菜,手擀面","112.464887,34.801494",410308,河南省,diner,洛阳市,[],[],[],"涮菜,手擀面",杰老板餐饮(润祥家园店),[],[],[],[],[],"{'cost': '20.00', 'opentime2': '周一至周日 11:00-22:00', 'rating': '4.0', 'open_time': '11:00-22:00', 'meal_ordering': '0'}",0,0,5212136700,0,[],[],0,[],2026-07-02 10:53:26,[],润祥家园南门东130米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.464859,34.801568",0,[],洛阳,410300
B0FFMF7T1J,410000,公司,公司企业;公司;公司,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/d0814c9b00d9b6046e51d57a5de4adea'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/7ee551041724c5171d76028b961484bd'}]",[],170200,[],0379,西工区,[],[],13838850764,B0KG6RN2V0,[],[],410303,河南省,[],洛阳市,[],[],202,[],食尚华睿餐饮策划公司,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周六 09:00-12:00,13:30-18:30', 'rating': [], 'open_time': '09:00-12:00 13:30-18:30'}",0,0,5212030400,0,[],[],0,[],2026-01-15 07:12:41,[],中州中路300号百脑汇科技广场1幢25楼2522,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.426671,34.667631",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/24b2279a50af95014a830371b8d09eec'}]",[],050100,[],0379,洛龙区,[],[],[],B0LAGUTCKC,米皮,"112.427287,34.624128",410311,河南省,diner,洛阳市,[],古城路,[],米皮,秦赵餐饮米皮(五环街店),[],[],[],[],[],"{'cost': '13.00', 'opentime2': '周一至周日 09:30-21:00', 'rating': '2.9', 'open_time': '09:30-21:00', 'meal_ordering': '0'}",0,0,5112734420,0,[],[],0,[],2026-07-02 03:12:00,[],洛宜路与学府街交叉口东60米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.427336,34.624034",0,[],洛阳,410300
B0G0DY5IZX,410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/622f813c18b6b6eba0740e653c30ba95'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ecf2c8f0d057044f0000003020798067?type=pic'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/b12df7329cad33de0000003020788276?type=pic'}]",[],050100,[],0379,洛龙区,[],[],13213588219,B0KAO74JFB,[],[],410311,河南省,diner,洛阳市,[],[],302,[],洛阳市洛龙区从政坊 静园餐饮店,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 10:00-22:00', 'rating': '4.2', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",0,0,5112736602,1,[],[],0,[],2026-07-06 12:36:35,[],从政坊游园内(东北角),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.459498,34.635118",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4bab00e9ee94e2cf2c0f791e887096fa'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0LDNU3FJ1/comment/46DA5D04_3F42_40BF_8D96_3ADFFF13C579_L0_001_1500_200_1765500442651_84440945.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0LDNU3FJ1/comment/176292335140_1762923370428_72211661.jpg'}]",[],050100,[],0379,老城区,[],[],13183078538;15565341751,B0LDNU3FJ1,单人餐,"112.478145,34.688849",410302,河南省,diner,洛阳市,[],北大街,[],单人餐,老妈掌勺餐饮店,[],[],[],[],[],"{'cost': '30.00', 'opentime2': '周一至周日 09:30-14:00,14:30-21:00', 'rating': '4.4', 'open_time': '09:30-14:00 14:30-21:00', 'meal_ordering': '0'}",0,0,5212032810,0,[],[],0,[],2026-07-03 08:50:07,[],北大街115号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.478098,34.688613",0,[],洛阳,410300
B017B0OXY7,410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/e639f388fce689d9a9de490489f547f9'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ba2f0cdc9cca635bb1cd943082885e26'}]",[],050100,[],0379,洛龙区,[],[],17537983595,B0KKART7OP,[],"112.461017,34.622300",410311,河南省,diner,洛阳市,[],[],320,[],来壹碗餐饮,[],[],[],[],[],"{'cost': '27.00', 'opentime2': '周一至周日 10:00-24:00', 'rating': '3.8', 'open_time': '10:00-24:00', 'meal_ordering': '0'}",0,0,5112734622,0,[],[],0,[],2026-07-02 04:52:05,[],政和路与厚载门街交叉口东北角,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.460987,34.622332",0,[],洛阳,410300
[],410000,砂锅,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0L0ZZE4A5/comment/64FE68C8_C9A0_41B8_9DDE_5202F5805070_L0_001_2016_151_1762835831445_01621279.jpg'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/680db0f6bf2bd71e0000000794036714?type=pic'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/04403060fb6f90650000000794066279?type=pic'}]",[],050000,[],0379,老城区,[],[],18538881722,B0L0ZZE4A5,[],"112.484869,34.688366",410302,河南省,diner,洛阳市,[],老城,[],[],香春树下餐饮店,[],[],[],[],[],"{'cost': '53.00', 'opentime2': '周一至周日 11:00-22:00', 'rating': '4.0', 'open_time': '11:00-22:00', 'meal_ordering': '0'}",0,0,5212032812,0,[],[],0,[],2026-07-01 20:57:25,[],唐宫东路与人民街西南角,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.484560,34.688201",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/90fed6571b2eac7b6a8c53e1ccda0be8'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/63c40973084d149610be75b70d6b78c6'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/554b9333003a7f88f07bfec067a1e651'}]",[],050100,[],0379,洛龙区,[],[],[],B0KA11RAAS,豆腐汤,"112.474428,34.583992",410311,河南省,diner,洛阳市,[],[],[],豆腐汤,龙乡阁餐饮张一碗豆腐汤,[],[],[],[],[],"{'cost': '9.00', 'opentime2': '周一至周日 05:30-21:00', 'rating': '4.0', 'open_time': '05:30-21:00', 'meal_ordering': '0'}",0,0,5112730702,0,[],[],0,[],2026-07-13 10:26:00,[],[],[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.474497,34.583888",0,[],洛阳,410300
B017B0PJ30,410000,清真菜,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/1b2bd6954499f51fcb3b108c3731222f'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0MBOUX6TP/comment/FBE67768_2630_42F6_BDFE_E6AE44BFAB86_L0_001_1440_108_1773077576443_66251565.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0MBOUX6TP/comment/B6D00C45_1CE1_4830_AFFC_19C15E4FF32F_L0_001_1440_108_1773077576443_15726527.jpg'}]",[],050118,[],0379,洛龙区,[],[],13903888579;13938883036,B0MBOUX6TP,[],"112.523162,34.684761",410311,河南省,diner,洛阳市,[],[],320,[],海马记烧烤领袖餐饮(恒大店),[],[],[],[],[],"{'cost': '39.00', 'opentime2': '周一至周日 11:00-14:00,17:30-23:30', 'rating': '4.3', 'open_time': '11:00-14:00 17:30-23:30', 'meal_ordering': '0'}",0,0,5212042102,0,[],[],0,[],2026-07-02 16:50:09,[],塔湾街道中州东路东段69号4幢102,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.523123,34.684811",0,[],洛阳,410300
[],410000,公司,公司企业;公司;公司,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/44a7b104f1a30a5bb6cc7a71e3d1905d'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/1c258523bb3f17f092bef93202756d5f'}]",[],170200,[],0379,洛龙区,[],[],[],B0K2KSZ7IQ,[],"112.574418,34.591458",410311,河南省,[],洛阳市,[],[],[],[],国创餐饮管理有限公司,[],[],[],[],[],"{'cost': [], 'opentime2': [], 'rating': [], 'open_time': []}",0,0,5112740522,0,[],[],0,[],2026-06-28 00:55:06,[],科技大道21号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.573926,34.591462",0,[],洛阳,410300
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/ca97b10e1430f72d6ee256a63c2adb3c'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/215d872c991777a6cb3a0e0a5e3e3c18'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/f6b71cb10cf58593231ab7ce321143d8'}]",[],050100,[],0395,舞阳县,[],[],19903958550,B0L3LAPFMS,[],"113.632270,33.664740",411121,河南省,diner,漯河市,[],[],[],[],面当家餐饮店,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 10:00-21:00', 'rating': '2.8', 'open_time': '10:00-21:00', 'meal_ordering': '0'}",0,0,5013359021,0,[],[],0,[],2026-01-27 08:15:57,[],章化乡长安路82号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"113.632284,33.664839",0,[],漯河,411100
[],410000,河南菜,公司企业;公司;公司,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/a77529915b21fbe9b90df752fc864502'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JKFC1N6L/comment/content_media_external_file_83805_ss__1765884692938_53847652.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JKFC1N6L/comment/content_media_external_file_8380_1765884692934_77946206.jpg'}]",[],170200,[],0395,舞阳县,[],[],17516609111,B0JKFC1N6L,[],[],411121,河南省,[],漯河市,[],[],[],[],河南郑百园餐饮集团,[],[],[],[],[],"{'cost': '80.00', 'opentime2': '周一至周日 08:00-21:30', 'rating': '4.4', 'open_time': '08:00-21:30'}",0,0,5013049712,0,[],[],0,[],2026-07-05 19:21:06,[],解放路南段路西369号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"113.598526,33.413785",0,[],漯河,411100
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8468e65710660e7cb2aa9c563f2455d6'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/abc8477a8943581d9e02410b11eed5f1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d39bc086f69de9ae0e9421a504b6eeed'}]",[],050100,[],0395,舞阳县,[],[],15713952158,B0L6LLHD3M,[],"113.608506,33.442752",411121,河南省,diner,漯河市,[],北京路,[],[],鱼掌门餐饮店(舞阳总店),[],[],[],[],[],"{'cost': '27.00', 'opentime2': '周一至周日 10:00-22:00', 'rating': '3.8', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",0,0,5013143802,0,[],[],0,[],2026-07-14 12:38:13,[],北京路与蓝盾路交叉口东南40米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"113.608696,33.442760",0,[],漯河,411100
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/48d173cf207b1ecdb94ec629eb7712c6'}]",[],050100,[],0395,舞阳县,[],[],[],B0KASYPQFQ,[],"113.607639,33.435579",411121,河南省,diner,漯河市,[],北京路,[],[],张氏餐饮店,[],[],[],[],[],"{'cost': [], 'opentime2': [], 'rating': '2.1', 'open_time': [], 'meal_ordering': '0'}",0,0,5013142801,0,[],[],0,[],2026-07-03 05:38:58,[],大连路与北京路交叉口西80米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"113.607633,33.435493",0,[],漯河,411100
[],410000,中餐,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0aa5839279fbe020f7afe2144248e909'}]",[],050100,[],0395,舞阳县,[],[],[],B0LG052EYH,[],"113.619499,33.435329",411121,河南省,diner,漯河市,[],[],[],[],程远金兰餐饮,[],[],[],[],[],"{'cost': [], 'opentime2': [], 'rating': '2.1', 'open_time': [], 'meal_ordering': '0'}",0,0,5013142901,0,[],[],0,[],2026-06-08 15:07:10,[],人民路与瑶南路交叉口西南320米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"113.619676,33.435085",0,[],漯河,411100
