parent,pcode,keytag,type,photos,building,typecode,poiweight,citycode,adname,children,featured_reviews_remake,tel,id,tag,entr_location,adcode,pname,biz_type,cityname,postcode,business_area,childtype,atag,name,shopid,favorite_num,navi_poiid,distance,importance,biz_ext,recommend,discount_num,gridcode,shopinfo,alias,event,indoor_map,email,timestamp,website,address,space_num,match,indoor_data,exit_location,location,groupbuy_num,featured_reviews,_city_name,_city_adcode
[],410000,景区,风景名胜;风景名胜;风景名胜,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ad61ea36704a704aa44573a73680ec4e'}, {'provider': [], 'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/3bd0f0e4-7e3b-44ec-b5af-db4fa74990ce.jpg'}, {'provider': [], 'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/90a36a28-5dd3-496e-ba26-610d6f9bb3e4.jpg'}]",[],110200,[],0379,老城区,[],[],0379-60696969,B0FFHUC3GQ,[],"112.486922,34.677216",410302,河南省,tour,洛阳市,[],老城,[],[],洛邑古城,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-22:30', 'rating': '4.8', 'open_time': '09:00-22:30', 'ticket_ordering': '0'}",0,0,5212031812,2,[],[],0,[],2026-07-15 08:47:06,[],九都东路与柳林街交叉口北侧,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.485027,34.680541",0,[],洛阳,410300
[],410000,公园,风景名胜;公园广场;公园,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/d10f0e944a638b08e31f083cd87e6255'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/fb7f92769d1b6205e17d03b6c8c67ffa'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ceac809f70af8be7a44bd2c76a921bed'}]",[],110101,[],0379,洛龙区,[],[],0379-63256760;0379-63238855,B017B00D61,[],"112.465017,34.668921",410311,河南省,tour,洛阳市,[],[],[],[],洛浦公园,[],[],I49F017036_1708;966,[],[],"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.7', 'open_time': '24小时营业', 'ticket_ordering': '0'}",0,0,5112735322,2,[],[],0,[],2026-07-15 00:08:41,[],豫博路1号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.423453,34.632690",0,[],洛阳,410300
B017B0OWGA,410000,人文景观,风景名胜;风景名胜;风景名胜,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/1f69f4b60dd48bdc0000002979656723?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/c8040d3cc9ae95df0000002903582014?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/16b9bc8ec7987ea50000003005200845?type=pic'}]",[],110200,[],0379,老城区,[],[],[],B0LANMV3E0,[],"112.460902,34.676089",410302,河南省,tour,洛阳市,[],老城,301,[],应天门,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-22:30 最晚进入22:00', 'rating': '4.8', 'open_time': '09:00-22:30', 'ticket_ordering': '0'}",0,0,5212031602,2,洛阳城皇宫,[],0,[],2026-07-10 02:08:32,[],定鼎南路23号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.460886,34.676011",0,[],洛阳,410300
[],410000,公园,风景名胜;公园广场;公园,"[{'provider': [], 'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/63d8f76d-748f-4b5c-be9c-bffc03243250.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFJP5LF8/comment/content_media_external_images_media_1000161945_ss__1763727998937_71686694.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFJP5LF8/comment/content_media_external_images_media_100001865_1740279221771_21165305.jpg'}]",[],110101,[],0379,洛龙区,[],[],[],B0FFJP5LF8,[],"112.440413,34.644323",410311,河南省,tour,洛阳市,[],[],[],[],文博体育公园,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.6', 'open_time': '24小时营业', 'ticket_ordering': '0'}",0,0,5112737501,2,[],[],0,[],2026-06-29 05:08:44,[],滨河南路(文博园地铁站A口步行310米),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.443892,34.644295",0,[],洛阳,410300
[],410000,城市公园,风景名胜;公园广场;公园,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/df5cdf4ef2ae97028e8a1f490a843055'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/f96042a5494a4b9b0000002093692153?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/ce1363683b5b46e3ff538d0fbfd97f0c'}]",[],110101,[],0379,洛龙区,[],[],[],B0FFGXBMMI,[],"112.454341,34.614291",410311,河南省,tour,洛阳市,[],泉舜广场,[],[],开元湖健康主题公园,[],[],I49F017036_52284,[],[],"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.3', 'open_time': '24小时营业', 'ticket_ordering': '0'}",0,0,5112734601,2,[],[],0,[],2026-07-09 11:14:40,[],开元大道与长兴街交叉口西南100米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.457309,34.617594",0,[],洛阳,410300
B017B01ONY,410000,寺庙,风景名胜;风景名胜;国家级景点,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/299014915da279af0000003061300638?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/9f00b899848a2b2f0000002745326046?type=pic'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0L0RU5TAB/comment/content_media_external_file_100049301_1770038614658_12770697.jpg'}]",[],110202,[],0379,洛龙区,[],[],0379-65951746,B0L0RU5TAB,[],"112.481341,34.606069",410311,河南省,tour,洛阳市,[],关林,301,[],关林庙,[],[],[],[],[],"{'cost': [], 'opentime2': '夏令时 全年 08:30-18:00开放 最晚进入17:30；冬令时 全年 08:30-17:30开放 最晚进入17:00；每逢农历初一、十五，开园时间为上午8:00', 'rating': '4.6', 'open_time': [], 'ticket_ordering': '0'}",0,0,5112732822,2,[],[],0,[],2026-07-15 08:56:00,[],关林东路与新九街交叉口西北200米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.483496,34.607602",0,[],洛阳,410300
B0KD5UXNKQ,410000,"风景名胜,风景名胜相关,旅游景点",风景名胜;风景名胜相关;旅游景点,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0L33CAP83/comment/content_media_external_file_1000000335_ss__1771190751605_99153416.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0L33CAP83/comment/content_media_external_file_1000000336_ss__1771190751603_20483337.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0L33CAP83/comment/content_media_external_file_1000000337_ss__1771190751606_30754406.jpg'}]",[],110000,[],0379,洛龙区,[],[],[],B0L33CAP83,[],"112.476016,34.62956",410311,河南省,tour,洛阳市,[],[],301,[],梦神都,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-21:00', 'rating': '4.1', 'open_time': '09:00-21:00', 'ticket_ordering': '0'}",0,0,5112735712,2,[],[],0,[],2026-06-15 18:10:23,[],古城路辅路与龙门大道辅路交叉口东南220米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.474738,34.630172",0,[],洛阳,410300
[],410000,公园,风景名胜;公园广场;公园,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/84d952a9775b4b5f0214606ec419f1a7'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/028f7db3a4ee1c82c589cba22e19a8c0'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/7828b0c48b5aec4fe5276c9a08274ca1'}]",[],110101,[],0379,西工区,[],[],[],B017B00FD8,[],"112.420823,34.664014",410303,河南省,tour,洛阳市,471000,王府井,[],[],王城公园,[],[],I49F016036_31923,[],[],"{'cost': [], 'opentime2': '周一至周日 06:00-21:30 最晚进入21:00', 'rating': '4.7', 'open_time': '06:00-21:30', 'ticket_ordering': '0'}",0,0,5112739322,2,[],[],0,[],2026-07-15 01:47:48,[],中州中路312号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.421575,34.666822",0,[],洛阳,410300
[],410000,公园,风景名胜;风景名胜;风景名胜,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0JRLS7LG4/comment/content_media_external_file_139657_1769485692282_11375563.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0JRLS7LG4/comment/content_media_external_file_100002749_1759403304148_34618634.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0JRLS7LG4/comment/content_media_external_file_1000114173_ss__1764996285440_51671302.jpg'}]",[],110200,[],0379,西工区,[],[],[],B0JRLS7LG4,[],"112.449968,34.662663",410303,河南省,tour,洛阳市,[],[],[],[],洛阳城市阳台,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.7', 'open_time': '24小时营业', 'ticket_ordering': '0'}",0,0,5112739610,2,[],[],0,[],2026-07-06 04:57:01,[],御博路与滨河北路交叉口东北260米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.450160,34.661150",0,[],洛阳,410300
[],410000,海洋馆,风景名胜;公园广场;水族馆,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/b10d04307b4642a4af696542c45f7f27'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/5daaa61592b758addcf40a073c6422f6'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/727b343d7d368db45a6fe06a4fad7afa'}]",[],110104,[],0379,洛龙区,[],[],0379-65990088,B017B01IDB,[],"112.475113,34.591037",410311,河南省,tour,洛阳市,[],[],[],[],洛阳龙门海洋馆,[],[],I49F017036_53747,[],[],"{'cost': [], 'opentime2': '周一至周五 08:30-17:30；周六至周日 08:30-18:00', 'rating': '4.6', 'open_time': '08:30-17:30', 'ticket_ordering': '0'}",0,0,5112731702,2,[],[],0,[],2026-07-15 09:01:26,[],龙门大道782号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.474132,34.591869",0,[],洛阳,410300
[],410000,城市公园,风景名胜;公园广场;公园,"[{'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFJ4A5JF/comment/317bd9a72e7a2f7bec6497831890af4e_2048_2048_80.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFJ4A5JF/comment/content_media_external_file_2248_ss__1764231769294_57005643.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0FFJ4A5JF/comment/content_media_external_file_2249_ss__1764231769292_42452405.jpg'}]",[],110101,[],0379,洛龙区,[],[],[],B0FFJ4A5JF,[],"112.457814,34.595933",410311,河南省,tour,洛阳市,[],[],[],[],兴洛湖公园,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 00:00-24:00', 'rating': '4.5', 'open_time': '24小时营业', 'ticket_ordering': '0'}",0,0,5112732611,2,[],[],0,[],2026-07-09 10:56:23,[],兴洛西街与关林路交叉口东南200米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.455214,34.603179",0,[],洛阳,410300
B017B0OWGA,410000,文物古迹,科教文化服务;博物馆;博物馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6da98b8935f5b24692e528c6a79eea79'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/cbf8afc87b4de7c91a7928883395ffee'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/36d9402a0bc3de962438ceb31440bb6b'}]",[],140100,[],0379,老城区,[],[],0379-65063201,B0FFIRTVVC,[],"112.461651,34.674462",410302,河南省,[],洛阳市,[],老城,601,[],隋唐洛阳城应天门遗址博物馆,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-23:00 最晚进入22:30；如遇景区客流量较大，闭园及工作时间以现场安排为准。', 'rating': '4.7', 'open_time': '09:00-23:00'}",0,0,5212031602,0,[],[],0,[],2026-07-15 08:57:04,[],定鼎南路23号,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.460805,34.675990",0,[],洛阳,410300
[],410000,文物古迹,风景名胜;风景名胜;风景名胜,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/7107807455eccc1a4099f5f57513ba96'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/9ed9ce57f273d9df013de37cbb176574'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f9da886a26c7f502b364a4637cb40477'}]",[],110200,[],0379,老城区,[],[],0379-63503777,B017B02MM7,[],"112.472423,34.677215",410302,河南省,tour,洛阳市,[],西关,[],[],丽景门景区,[],[],I49F016036_3906,[],[],"{'cost': [], 'opentime2': '周一至周日 08:30-22:00 最晚进入21:00', 'rating': '4.7', 'open_time': '08:30-22:00', 'ticket_ordering': '0'}",0,0,5212031722,2,[],[],0,[],2026-07-15 08:47:28,[],西门口街与金业路交叉口东,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.471252,34.680899",0,[],洛阳,410300
B017B0OWGA,410000,人文景观,风景名胜;风景名胜相关;旅游景点,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/77fc78d1d83f48ddc05f4ac21d286f96'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/3333d5410f4e22f1056577efe97ca476'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/307f5fbce1f0af692e37d5807e22778f'}]",[],110000,[],0379,西工区,[],[],0379-60658081,B0FFLJ2IIY,[],"112.451998,34.679017",410303,河南省,tour,洛阳市,[],中州万达,601,[],隋唐洛阳城九洲池遗址,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-22:30 最晚进入22:00', 'rating': '4.7', 'open_time': '09:00-22:30', 'ticket_ordering': '0'}",0,0,5212031620,2,[],[],0,[],2026-07-15 09:04:10,[],唐宫中路与宫隅路交叉口西150米,[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.453774,34.681749",0,[],洛阳,410300
B017B0OWGA,410000,文物古迹,风景名胜;风景名胜相关;旅游景点,"[{'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/aa5f685eee22512d0000002264416795?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/5d115ea736a975290000002688500223?type=pic'}, {'provider': [], 'title': [], 'url': 'https://store.is.autonavi.com/showpic/eb65e8f04ac270600000003092236493?type=pic'}]",[],110000,[],0379,老城区,[],[],0379-61109905,B0HKOHI3AW,[],"112.45923,34.678808",410302,河南省,tour,洛阳市,[],老城,301,[],明堂天堂景区,[],[],[],[],[],"{'cost': [], 'opentime2': '周一至周日 09:00-23:00 最晚进入22:30；如遇景区客流量较大，闭园及工作时间以景区现场调整为准。', 'rating': '4.7', 'open_time': '09:00-23:00', 'ticket_ordering': '0'}",0,0,5212031622,2,[],[],0,[],2026-07-15 09:10:37,[],唐宫路毛线市场对面(应天门地铁站C2口步行200米),[],0,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],"112.459829,34.680653",0,[],洛阳,410300
